"PENJAS ORKES X","Text","","","erlangga","2014","","","700/MUH/B","Indonesia","Bandung","NONE","","","","<Muhajir>","","<MA5734S><MA5735S>"
"SOSIOLOGI 1 / KEL. PEMINAAN ILMU-ILMU SOSIAL / K.13","Text","","","erlangga","2013","","","300/MAR/B","Indonesia","Jakarta","NONE","","","","<KUN MARYATI><JUJU SURYAWATI>","","<MA5729S><MA5730S><MA5731S><MA5732S><MA5733S>"
"SOSIOLOGI 2 / KEL. PEMINAAN ILMU-ILMU SOSIAL / K.13","Text","","","erlangga","2013","","","300/MAR/B","Indonesia","Jakarta","NONE","","","","<KUN MARYATI><JUJU SURYAWATI>","","<MA5724S><MA5725S><MA5726S><MA5727S><MA5728S>"
"SOSIOLOGI 3 / KEL. PEMINAAN ILMU-ILMU SOSIAL / K.13","Text","","","erlangga","2013","","","300/MAR/B","Indonesia","Jakarta","NONE","","","","<KUN MARYATI><JUJU SURYAWATI>","","<MA5719S><MA5720S><MA5721S><MA5722S><MA5723S>"
"GEOGRAFI 1 K.13","Text","","","erlangga","2013","","","900/WAR/B","Indonesia","Jakarta","NONE","","","","<K. WARDIYATMOKO>","","<MA5714S><MA5715S><MA5716S><MA5717S><MA5718S>"
"GEOGRAFI 2 K.13","Text","","","erlangga","2013","","","900/WAR/B","Indonesia","Jakarta","NONE","","","","<K. WARDIYATMOKO>","","<MA5709S><MA5710S><MA5711S><MA5712S><MA5713S>"
"GEOGRAFI 3 /K.13","Text","","","erlangga","2013","","","900/WAR/B","Indonesia","Jakarta","NONE","","","","<K. WARDIYATMOKO>","","<MA5704S><MA5705S><MA5706S><MA5707S><MA5708S>"
"EKONOMI 1 /.13","Text","","","erlangga","2014","","","300/ALA/B","Indonesia","Jakarta","NONE","","","","<ALAM.S.>","","<MA5699S><MA5700S><MA5701S><MA5702S><MA5703S>"
"EKONOMI 2 /.13","Text","","","erlangga","2014","","","300/ALA/B","Indonesia","Jakarta","NONE","","","","<ALAM.S.>","","<MA5694S><MA5695S><MA5696S><MA5697S><MA5698S>"
"EKONOMI 3 /.13","Text","","","erlangga","2015","","","300/ALA/B","Indonesia","Jakarta","NONE","","","","<ALAM.S.>","","<MA5689S><MA5690S><MA5691S><MA5692S><MA5693S>"
"SEJARAH 1 / KELOMPOK PEMINATAN ILMU-ILMU SOSIAL / K.13","Text","","","erlangga","2014","","","900/HAP/B","Indonesia","Jakarta","NONE","","","","<RATNA HAPSARI><M. ADIL>","","<MA5684S><MA5685S><MA5686S><MA5687S><MA5688S>"
"SEJARAH 2 / KELOMPOK PEMINATAN ILMU-ILMU SOSIAL / K.14","Text","","","erlangga","2014","","","900/HAP/B","Indonesia","Jakarta","NONE","","","","<RATNA HAPSARI><M. ADIL>","","<MA5679S><MA5680S><MA5681S><MA5682S><MA5683S>"
"SEJARAH 3 / KELOMPOK PEMINATAN ILMU-ILMU SOSIAL / K.15","Text","","","erlangga","2014","","","900/HAP/B","Indonesia","Jakarta","NONE","","","","<RATNA HAPSARI><M. ADIL>","","<MA5674S><MA5675S><MA5676S><MA5677S><MA5678S>"
"SEJARAH INDONESIA 1 / KELOPOK WAJIB / K.13","Text","","","erlangga","2014","","","900/HAP/B","Indonesia","Jakarta","NONE","","","","<RATNA HAPSARI><M. ADIL>","","<MA5672S><MA5673S>"
"SEJARAH INDONESIA 2 / KELOPOK WAJIB / K.14","Text","","","erlangga","2014","","","900/HAP/B","Indonesia","Jakarta","NONE","","","","<RATNA HAPSARI><M. ADIL>","","<MA5670S><MA5671S>"
"BIOLOGI 1 / K.13  KELOMPOK PEMINATAN MATEMATIKA ILMU-ILMU ALAM","Text","","","erlangga","2014","","","500/IRN/B","Indonesia","Jakarta","NONE","","","","<IRNANINGTYAS>","","<MA5665S><MA5666S><MA5667S><MA5668S><MA5669S>"
"BIOLOGI 2 / K.13 KELOMPOK PEMINATAN MATEMATIKA ILMU-ILMU ALAM","Text","","","erlangga","2014","","","500/IRN/B","Indonesia","Jakarta","NONE","","","","<IRNANINGTYAS>","","<MA5660S><MA5661S><MA5662S><MA5663S><MA5664S>"
"BIOLOGI 3 / K.13 KELOMPOK PEMINATAN MATEMATIKA ILMU-ILMU ALAM","Text","","","erlangga","2015","","","500/IRN/B","Indonesia","Jakarta","NONE","","","","<IRNANINGTYAS>","","<MA5655S><MA5656S><MA5657S><MA5658S><MA5659S>"
"IPA TERPADU VIII","Text","","","erlangga","2014","","","","Indonesia","Jakarta","NONE","","","","<TIM ABDI GURU>","","<MA5654S>"
"KIMIA 1  / K.13 KELOMPOK PEMINATAN MATEMATIKA ILMU-ILMU ALAM","Text","","","erlangga","2013","","","500/SUD/B","Indonesia","SURAKARTA","NONE","","","","<UNGGUL SUDARMO>","","<MA5649S><MA5650S><MA5651S><MA5652S><MA5653S>"
"KIMIA 2  / K.13 KELOMPOK PEMINATAN MATEMATIKA ILMU-ILMU ALAM","Text","","","erlangga","2014","","","500/SUD/B","Indonesia","SURAKARTA","NONE","","","","<UNGGUL SUDARMO>","","<MA5644S><MA5645S><MA5646S><MA5647S><MA5648S>"
"KIMIA 3 / K.13 KELOMPOK PEMINATAN MATEMATIKA ILMU-ILMU ALAM","Text","","","erlangga","2014","","","500/SUD/B","Indonesia","SURAKARTA","NONE","","","","<UNGGUL SUDARMO>","","<MA5639S><MA5640S><MA5641S><MA5642S><MA5643S>"
"MATEMATIKA X  K.13 KELOMPOK PEMINATAN MATEMATIKA ILMU-ILMU ALAM","Text","","","erlangga","2014","","","500/SUK/B","Indonesia","Jakarta","NONE","","","","<Sukino>","","<MA5634S><MA5635S><MA5636S><MA5637S><MA5638S>"
"MATEMATIKA 1A K.13 KELOMPOK WAJIB","Text","","978-602-298-796-3","erlangga","2014","","","500/SUK/B","Indonesia","Jakarta","NONE","","","","<Sukino>","","<MA5632S><MA5633S>"
"MATEMATIKA 1B K.13 KELOMPOK WAJIB","Text","","","erlangga","2014","","","500/SUK/B","Indonesia","Jakarta","NONE","","","","<Sukino>","","<MA5627S><MA5628S><MA5629S><MA5630S><MA5631S>"
"MATEMATIKA 2  K.13 KELOMPOK PEMINATAN MATEMATIKA ILMU-ILMU ALAM","Text","","978-602-241-914-3","erlangga","2015","","","500/SUK/B","Indonesia","Jakarta","NONE","","","","<Sukino>","","<MA5625S><MA5626S>"
"MATEMATIKA 3A K.13 KELOMPOK WAJIB","Text","","978-602-241-519-0","erlangga","2015","","","500/SUK/B","Indonesia","Jakarta","NONE","","","","<Sukino>","","<MA5616S><MA5617S><MA5618S><MA5619S><MA5620S><MA5621S><MA5622S>"
"MATEMATIKA 2B K.13 KELOMPOK WAJIB","Text","","978-602-241-516-9","erlangga","2014","","","500/SUK/B","Indonesia","Jakarta","NONE","","","","<Sukino>","","<MA5623S><MA5624S>"
"FISIKA 1 / K.13","Text","","","","2014","","","500/KAN/B","Indonesia","Jakarta","NONE","","","","<MARTHEN KANGINAN>","","<MA5611S><MA5612S><MA5613S><MA5614S><MA5615S>"
"MATEMATIKA 3B / K.13 KELOMPOK WAJIB","Text","","","","2015","","","500/SUK/B","Indonesia","Jakarta","NONE","","","","<Sukino>","","<MA5609S><MA5610S>"
"FISIKA 2 / K.13 KELOMPOK PEMINATAN MATEMATIKA ILMU-ILMU ALAM","Text","","","erlangga","2014","","","500/KAN/B","Indonesia","Jakarta","NONE","","","","<MARTHEN KANGINAN>","","<MA5607S><MA5608S>"
"FISIKA 3 / K.13 KELOMPOK PEMINATAN MATEMATIKA ILMU-ILMU ALAM","Text","","","erlangga","","","","500/KAN/B","Indonesia","Jakarta","NONE","","","","<MARTHEN KANGINAN>","","<MA5602S><MA5603S><MA5604S><MA5605S><MA5606S>"
"PIDATO TIGA BAHASA","Text","","978-602-8214-66-7","PUSTAKA MEDIA","","","","000/MUH/H","Indonesia","SURABAYA","NONE","","","","<MUHAMMAD>","","<MA5601S>"
"CONTOH -CONTOH PIDATO 3 BAHASA","Text","","","AULIA SURABAYA","","","","000/ABU/H","Indonesia","SURABAYA","NONE","","","","<ABU MUHAMMAD>","","<MA5600S>"
"RPUL","Text","","","","","","","000/RAH/H","Indonesia","SURAKARTA","NONE","","","","<R.A. HIMSYAH>","","<MA5599S>"
"USHUL FIKIH","Text","","","","","","","2X4/KHO/H","Indonesia","KEDIRI","NONE","","","","<M. KHOLID>","","<MA5598S>"
"PHENOMENA","Text","","","","","","","200LAJ/H","Indonesia","LIRBOYO","NONE","","","","<LAJNAH BAHTSUL>","","<MA5597S>"
"UNTAIAN MUTIARA","Text","","","PUSTAKA AMANI","2000","","","200/AHM/H","Indonesia","PEKALONGAN","NONE","","","","<AHMAD SUYUTI>","","<MA5596S>"
"ALIRAN-ALIRAN TEOLOGI","Text","","","KAISAR","2008","","","2X8/TIM/H","Indonesia","KEDIRI","NONE","","","","<TIM LIRBOYO>","","<MA5595S>"
"JEJAK SUFI","Text","","","","2011","","","200/IDR/H","Indonesia","Jakarta","NONE","","","","<IDRUS MARZUKI>","","<MA5594S>"
"TANYA JAWAB AKIDAH","Text","","978-979-1353-09-0","KHOLISTA","","","","200/HAB/H","Indonesia","SURABAYA","NONE","","","","<AL HABIB>","","<MA5593S>"
"CONTOH MC DAN PIDATO","Text","","","BINTANG USHA JAYA","","","","000/LAB/H","Indonesia","SURABAYA","NONE","","","","<LABIB MZ><M. AL HAMIED>","","<MA5592S>"
"POLIGAMI RASULULLAH SAW","Text","","","MU'JIZAT","2014","","","200/AHM/H","Indonesia","REMBANG","NONE","","","","<AHMAD SUNARTO>","","<MA5591S>"
"KADO TURATS","Text","","","","2012","","","200/AHM/H","Indonesia","LIRBOYO","NONE","","","","<AHMAD IDRIS>","","<MA5590S>"
"TANQIHUL QAUL","Text","","","MUTIARA ILMU","1995","","","200/MUH/H","Indonesia","PASURUAN","NONE","","","","<MUHAMMAD>","","<MA5589S>"
"SOSIOLOGI 1","Text","","","","2007","","","300/NUR/H","Indonesia","SOLO","NONE","","","","<NURSENO>","","<MA5588S>"
"OLIMPIADE MATEMATIKA","Text","","","","2014","","","000/EDD/H","Indonesia","Jakarta","NONE","","","","<EDDY><BAMBANG>","","<MA5587S>"
"FISIKA DASAR 1","Text","","","","2007","","","200/BUD/H","Indonesia","SOLO","NONE","","","","<BUDI PURWANTO>","","<MA5585S><MA5586S>"
"MATERI SOAL OLIMPIADE MATEMATIKA","Text","","","","2012","","","000/BAM/H","Indonesia","Jakarta","NONE","","","","<BAMBANG S.>","","<MA5584S>"
"SOSIOLOGI XII","Text","","","PT. PABELAN","2003","","","300/KUS/H","Indonesia","SURAKARTA","NONE","","","","<KUSWARDOYO><SHODIQ>","","<MA5576S><MA5577S><MA5578S><MA5579S><MA5580S><MA5581S><MA5582S><MA5583S>"
"PERJALANAN MENUJU TUHAN","Text","","","NUANSA","","","","000/LAL/H","Indonesia","Bandung","NONE","","","","<LALEH.P>","","<MA5575S>"
"SOSIOLOGI XI","Text","","","","2003","","","300/KOS/H","Indonesia","SURAKARTA","NONE","","","","<KUSWARDOYO><SHODIQ>","","<MA5568S><MA5569S><MA5570S><MA5571S><MA5572S><MA5573S><MA5574S>"
"SAINS KIMIA 2","Text","","","","","","","500/-/H","Indonesia","","NONE","","","","","","<MA5567S>"
"SOSIOLOIG 3","Text","","","","2004","","","300/TIM/H","Indonesia","Jakarta","NONE","","","","<TIM SOS>","","<MA5566S>"
"BAHASA LAMPUNG XI","Text","","","","2016","","","300/MAR/B","Indonesia","BANDAR LAMPUNG","NONE","","","","<SUDARSONO>","","<MA5565S>"
"BAHASA LAMPUNG X","Text","","","","2016","","","300/MAR/B","Indonesia","BANDAR LAMPUNG","NONE","","","","<SUDARSONO>","","<MA5564S>"
"BAHASA LAMPUNG XII","Text","","","","2016","","","300/MAR/B","Indonesia","BANDAR LAMPUNG","NONE","","","","<SUDARSONO>","","<MA5563S>"
"AKIDAH AKHLAK","Text","","","","2008","","","200/KHO/B","Indonesia","SIDOARJO","NONE","","","","<KHOLISIN>","","<MA5562S>"
"TANYA JAWAB AKIDAH","Text","","","","1426M","","","200/ZAI/H","Indonesia","MADINAH","NONE","","","","<AL HABIB ZAINAL>","","<MA5561S>"
"PENGANTAR SEJARAH","Text","","978-979-1353-24-3","KHOLISTA","2011","","","200/MUH/H","Indonesia","Jakarta","NONE","","","","<MUHAMMAD IDRUS RAMLI>","","<MA5560S>"
"MEMBONGKAR KEBOHONGAN BUKU","Text","","979-1353-05-0","KHOLISTA","2008","","","200/TIM/H","Indonesia","JEMBER","NONE","","","","<TIM>","","<MA5559S>"
"JEJAK LANGKAH SANG GURU BANGSA","Text","","","","2010","","","000/CHO/H","Indonesia","Jakarta","NONE","","","","<CHOIRUL AN'AM>","","<MA5558S>"
"HUKUM WARIS","Text","","","","2009","","","000/ABU/H","Indonesia","BOGOR","NONE","","","","<ABU MALIK KAMAL>","","<MA5557S>"
"MENAPAK HIDUP BARU","Text","","","","2017","","","000/YUS/H","Indonesia","TEGAL","NONE","","","","<KH. M. YUSUF C.>","","<MA5556S>"
"ISLAM NU","Text","","","","2010","","","200/BUS/H","Indonesia","SEMARANG","NONE","","","","<BUSYAIRI HARITS>","","<MA5555S>"
"CONTOH-CONTOH PIDATO 3 BAHASA","Text","","","","","","","000/ABU/H","Indonesia","SURABAYA","NONE","","","","<ABU MUHAMMAD>","","<MA5554S>"
"FIQIIH IDOLA FATHUL QORIB","Text","","","MU'JIZAT","","","","2X4/ABU/H","Indonesia","JAWA BARAT","NONE","","","","<ABU HAZIM MUBAROQ>","","<MA5552S><MA5553S>"
"KAMUS AL-HAKAM","Text","","","","","","","200/IMA/H","Indonesia","SOLO","NONE","","","","<IMAM AL-HAKAM>","","<MA5551S>"
"KHUTBAH JUM'AT","Text","","","BINTANG TERANG","2016","","","200/ABD/H","Indonesia","REMBANG","NONE","","","","<ABDUL QADIR>","","<MA5550S>"
"RISLAH AHLUSSUNNAH WAL JAMA'AH","Text","","978-979-1353-36-3","KHOLISTA","2012","","","200/MIF/H","Indonesia","SURABAYA","NONE","2","","","<MIFTAHUL RAIS>","","<MA5549S>"
"BIOLOGI XII","Text","","","","2012","","","500/PRA/H","Indonesia","Jakarta","NONE","","","","<PRATIWI>","","<MA5548S>"
"GEOGRAFI SMA","Text","","979-741-081-1","","2004","","","900/WAR/H","Indonesia","Jakarta","NONE","","","","<K. WARDIYATMORO>","","<MA5547S>"
"MATEMATIKA SMA/X","Text","","","","2004","","","500/NOO/H","Indonesia","Jakarta","NONE","","","","<B.K. NOORMANDIRI>","","<MA5545S><MA5546S>"
"MUHAMMAD ON ISLAMIC ECONOMIC","Text","","978-979-17644-0-7","STIE YOGYAKARTA","2015","","","000/MUH/H","Indonesia","TAMAN SISWA","NONE","","","","<MUHAMMAD>","","<MA5543S><MA5544S>"
"AKTING BERDASARKAN SISTEM STANISLAVSKI","Text","","978-602-17839-0-0","DEWAN KESENIAN LAMPUNG","2012","","","000/ISW/H","Indonesia","TANJUNG KARANG","NONE","","","","<ISWADI PRATAMA><ARI PAHALA HUTABARAT>","","<MA5542S>"
"LOOK AHEAD ENGLISH COURSE","Text","","978-979-015-166-6","","2012","","","400/SUD/B","Indonesia","","NONE","","","","<TH. M. Sudarwati><EUDIA GRACE>","","<MA5462S><MA5463S><MA5464S><MA5465S><MA5466S><MA5467S><MA5468S><MA5469S><MA5470S><MA5471S><MA5472S><MA5473S><MA5474S><MA5475S><MA5476S><MA5477S><MA5478S><MA5479S><MA5480S><MA5481S>"
"FISIKA  X K.13","Text","","","","","","","500/MAR/B","Indonesia","CIMAHI","NONE","","","","<MARTHEN KANGINAN>","","<MA5442S><MA5443S><MA5444S><MA5445S><MA5446S><MA5447S><MA5448S><MA5449S><MA5450S><MA5451S><MA5452S><MA5453S><MA5454S><MA5455S><MA5456S><MA5457S><MA5458S><MA5459S><MA5460S><MA5461S>"
"CERDAS BERBAHASA IINDONESIA","Text","","","","2008","","","400/ENG/B","Indonesia","Jakarta","NONE","","","","<ENGKOS KOSASIH>","","<MA5432S><MA5433S><MA5434S><MA5435S><MA5436S><MA5437S><MA5438S><MA5439S><MA5440S><MA5441S>"
"PIDATO TIGA BAHASA","Text","","","","","","","000/ABD/H","Indonesia","SURABAYA","NONE","","","","<ABDUL ROHMAN>","","<MA5431S>"
"KEPUTUSAN HUKUM ISLAM","Text","","","","","","","000/TIM/H","Indonesia","SURABAYA","NONE","","","","<TIM BAHTSUL>","","<MA5430S>"
"BAHASA ARAB K.13/ XI","Text","","978-979-8446-95-5","","2015","","","","Indonesia","Jakarta","NONE","","","","","","<MA5336S><MA5337S><MA5338S><MA5339S><MA5340S><MA5341S><MA5342S><MA5343S><MA5344S><MA5345S><MA5346S><MA5347S><MA5348S><MA5349S><MA5350S><MA5351S><MA5352S><MA5353S><MA5354S><MA5355S><MA5356S><MA5357S><MA5358S><MA5359S><MA5360S><MA5361S><MA5362S><MA5363S><MA5364S><MA5365S><MA5366S><MA5367S><MA5368S><MA5369S><MA5370S><MA5371S><MA5372S><MA5373S><MA5374S><MA5375S><MA5376S><MA5377S><MA5378S><MA5379S><MA5380S><MA5381S><MA5382S><MA5383S><MA5384S><MA5385S><MA5386S><MA5387S><MA5388S><MA5389S><MA5390S><MA5391S><MA5392S><MA5393S><MA5394S><MA5395S><MA5396S><MA5397S><MA5398S><MA5399S><MA5400S><MA5401S><MA5402S><MA5403S><MA5404S><MA5405S><MA5406S><MA5407S><MA5408S><MA5409S><MA5410S><MA5411S><MA5412S><MA5413S><MA5414S><MA5415S><MA5416S><MA5417S><MA5418S><MA5419S><MA5420S><MA5421S><MA5422S><MA5423S><MA5424S><MA5425S><MA5426S><MA5427S><MA5428S><MA5429S>"
"AL-QUR'AN HADIS  K.13 / XI","Text","","978-602-293-081-5","","2015","","","","Indonesia","Jakarta","NONE","","","","","","<MA5241S><MA5242S><MA5243S><MA5244S><MA5245S><MA5246S><MA5247S><MA5248S><MA5249S><MA5250S><MA5251S><MA5252S><MA5253S><MA5254S><MA5255S><MA5256S><MA5257S><MA5258S><MA5259S><MA5260S><MA5261S><MA5262S><MA5263S><MA5264S><MA5265S><MA5266S><MA5267S><MA5268S><MA5269S><MA5270S><MA5271S><MA5272S><MA5273S><MA5274S><MA5275S><MA5276S><MA5277S><MA5278S><MA5279S><MA5280S><MA5281S><MA5282S><MA5283S><MA5284S><MA5285S><MA5286S><MA5287S><MA5288S><MA5289S><MA5290S><MA5291S><MA5292S><MA5293S><MA5294S><MA5295S><MA5296S><MA5297S><MA5298S><MA5299S><MA5300S><MA5301S><MA5302S><MA5303S><MA5304S><MA5305S><MA5306S><MA5307S><MA5308S><MA5309S><MA5310S><MA5311S><MA5312S><MA5313S><MA5314S><MA5315S><MA5316S><MA5317S><MA5318S><MA5319S><MA5320S><MA5321S><MA5322S><MA5323S><MA5324S><MA5325S><MA5326S><MA5327S><MA5328S><MA5329S><MA5330S><MA5331S><MA5332S><MA5333S><MA5334S><MA5335S>"
"AKIDAH AKHLAK XI / K.13","Text","","978-979-8446-87-0","","2015","","","","Indonesia","Jakarta","NONE","","","","","","<MA5051S><MA5052S><MA5053S><MA5054S><MA5055S><MA5056S><MA5057S><MA5058S><MA5059S><MA5060S><MA5061S><MA5062S><MA5063S><MA5064S><MA5065S><MA5066S><MA5067S><MA5068S><MA5069S><MA5070S><MA5071S><MA5072S><MA5073S><MA5074S><MA5075S><MA5076S><MA5077S><MA5078S><MA5079S><MA5080S><MA5081S><MA5082S><MA5083S><MA5084S><MA5085S><MA5086S><MA5087S><MA5088S><MA5089S><MA5090S><MA5091S><MA5092S><MA5093S><MA5094S><MA5095S><MA5096S><MA5097S><MA5098S><MA5099S><MA5100S><MA5101S><MA5102S><MA5103S><MA5104S><MA5105S><MA5106S><MA5107S><MA5108S><MA5109S><MA5110S><MA5111S><MA5112S><MA5113S><MA5114S><MA5115S><MA5116S><MA5117S><MA5118S><MA5119S><MA5120S><MA5121S><MA5122S><MA5123S><MA5124S><MA5125S><MA5126S><MA5127S><MA5128S><MA5129S><MA5130S><MA5131S><MA5132S><MA5133S><MA5134S><MA5135S><MA5136S><MA5137S><MA5138S><MA5139S><MA5140S><MA5141S><MA5142S><MA5143S><MA5144S><MA5145S>"
"FIKIH XI /K.13","Text","","978-979-8446-83-2","","2015","","","","Indonesia","Jakarta","NONE","","","","","","<MA4956S><MA4957S><MA4958S><MA4959S><MA4960S><MA4961S><MA4962S><MA4963S><MA4964S><MA4965S><MA4966S><MA4967S><MA4968S><MA4969S><MA4970S><MA4971S><MA4972S><MA4973S><MA4974S><MA4975S><MA4976S><MA4977S><MA4978S><MA4979S><MA4980S><MA4981S><MA4982S><MA4983S><MA4984S><MA4985S><MA4986S><MA4987S><MA4988S><MA4989S><MA4990S><MA4991S><MA4992S><MA4993S><MA4994S><MA4995S><MA4996S><MA4997S><MA4998S><MA4999S><MA5000S><MA5001S><MA5002S><MA5003S><MA5004S><MA5005S><MA5006S><MA5007S><MA5008S><MA5009S><MA5010S><MA5011S><MA5012S><MA5013S><MA5014S><MA5015S><MA5016S><MA5017S><MA5018S><MA5019S><MA5020S><MA5021S><MA5022S><MA5023S><MA5024S><MA5025S><MA5026S><MA5027S><MA5028S><MA5029S><MA5030S><MA5031S><MA5032S><MA5033S><MA5034S><MA5035S><MA5036S><MA5037S><MA5038S><MA5039S><MA5040S><MA5041S><MA5042S><MA5043S><MA5044S><MA5045S><MA5046S><MA5047S><MA5048S><MA5049S><MA5050S>"
"AL-KAMIL DARUS SUNNAH","Text","","","","2015","","","","Indonesia","Jakarta","NONE","","","","<AL-KAMIL DARUS SUNNAH>","","<MA4954S><MA4955S>"
"AL-QUR'AN DAN TERJEMAHAN","Text","","","","2000","","","","Indonesia","Bandung","NONE","","","","","","<MA4953S>"
"MELURUSKAN VONIS WAHABI","Text","","","","2012","","","","Indonesia","KEDIRI","NONE","","","","<NUR HIDAYAT>","","<MA4952S>"
"ENSIKLOPEDIA PRAJA MUDA KARANA 5","Text","","","Borobudur Inspira Nusantara","2014","","","","Indonesia","Jakarta","NONE","","","","<ANTON KIRSTIADI>","","<MA4951S>"
"ENSIKLOPEDIA PRAJA MUDA KARANA 4","Text","","","Borobudur Inspira Nusantara","2014","","","","Indonesia","Jakarta","NONE","","","","<ANTON KIRSTIADI>","","<MA4950S>"
"ENSIKLOPEDIA PRAJA MUDA KARANA 3","Text","","","Borobudur Inspira Nusantara","2014","","","","Indonesia","Jakarta","NONE","","","","<ANTON KIRSTIADI>","","<MA4949S>"
"ENSIKLOPEDIA PRAJA MUDA KARANA 2","Text","","","Borobudur Inspira Nusantara","2014","","","","Indonesia","Jakarta","NONE","","","","<ANTON KIRSTIADI>","","<MA4948S>"
"ENSIKLOPEDIA PRAJA MUDA KARANA 1","Text","","","Borobudur Inspira Nusantara","2014","","","","Indonesia","Jakarta","NONE","","","","<ANTON KIRSTIADI>","","<MA4947S>"
"AL-QUR'AN HADIS  K.13 / X","Text","","978-979-8446-79-5","","2014","","","","Indonesia","Jakarta","NONE","","","","","","<MA4937S><MA4938S><MA4939S><MA4940S><MA4941S><MA4942S><MA4943S><MA4944S><MA4945S><MA4946S>"
"BAHASA ARAB K.13/  X","Text","","978-979-8446-95-5","KEMENTRIAN AGAMA","2014","","","","Indonesia","Jakarta","NONE","","","","","","<MA4932S><MA4933S><MA4934S><MA4935S><MA4936S>"
"BAHASA ARAB K.13/ X","Text","","978-979-8446-95-5","KEMENTRIAN AGAMA","2014","","","","Indonesia","Jakarta","NONE","","","","","","<MA4832S><MA4833S><MA4834S><MA4835S><MA4836S><MA4837S><MA4838S><MA4839S><MA4840S><MA4841S><MA4842S><MA4843S><MA4844S><MA4845S><MA4846S><MA4847S><MA4848S><MA4849S><MA4850S><MA4851S><MA4852S><MA4853S><MA4854S><MA4855S><MA4856S><MA4857S><MA4858S><MA4859S><MA4860S><MA4861S><MA4862S><MA4863S><MA4864S><MA4865S><MA4866S><MA4867S><MA4868S><MA4869S><MA4870S><MA4871S><MA4872S><MA4873S><MA4874S><MA4875S><MA4876S><MA4877S><MA4878S><MA4879S><MA4880S><MA4881S><MA4882S><MA4883S><MA4884S><MA4885S><MA4886S><MA4887S><MA4888S><MA4889S><MA4890S><MA4891S><MA4892S><MA4893S><MA4894S><MA4895S><MA4896S><MA4897S><MA4898S><MA4899S><MA4900S><MA4901S><MA4902S><MA4903S><MA4904S><MA4905S><MA4906S><MA4907S><MA4908S><MA4909S><MA4910S><MA4911S><MA4912S><MA4913S><MA4914S><MA4915S><MA4916S><MA4917S><MA4918S><MA4919S><MA4920S><MA4921S><MA4922S><MA4923S><MA4924S><MA4925S><MA4926S><MA4927S><MA4928S><MA4929S><MA4930S><MA4931S>"
"FIKIH X / K.13","Text","","","KEMENTRIAN AGAMA","2014","","","","Indonesia","Jakarta","NONE","","","","","","<MA4828S><MA4829S><MA4830S><MA4831S>"
"FIKIH X /K.13","Text","","","KEMENTRIAN AGAMA","2014","","","","Indonesia","Jakarta","NONE","","","","","","<MA4728S><MA4729S><MA4730S><MA4731S><MA4732S><MA4733S><MA4734S><MA4735S><MA4736S><MA4737S><MA4738S><MA4739S><MA4740S><MA4741S><MA4742S><MA4743S><MA4744S><MA4745S><MA4746S><MA4747S><MA4748S><MA4749S><MA4750S><MA4751S><MA4752S><MA4753S><MA4754S><MA4755S><MA4756S><MA4757S><MA4758S><MA4759S><MA4760S><MA4761S><MA4762S><MA4763S><MA4764S><MA4765S><MA4766S><MA4767S><MA4768S><MA4769S><MA4770S><MA4771S><MA4772S><MA4773S><MA4774S><MA4775S><MA4776S><MA4777S><MA4778S><MA4779S><MA4780S><MA4781S><MA4782S><MA4783S><MA4784S><MA4785S><MA4786S><MA4787S><MA4788S><MA4789S><MA4790S><MA4791S><MA4792S><MA4793S><MA4794S><MA4795S><MA4796S><MA4797S><MA4798S><MA4799S><MA4800S><MA4801S><MA4802S><MA4803S><MA4804S><MA4805S><MA4806S><MA4807S><MA4808S><MA4809S><MA4810S><MA4811S><MA4812S><MA4813S><MA4814S><MA4815S><MA4816S><MA4817S><MA4818S><MA4819S><MA4820S><MA4821S><MA4822S><MA4823S><MA4824S><MA4825S><MA4826S><MA4827S>"
"SEJARAH KEBUDAYAAN ISLAM X / K.13","Text","","978-979-8446-93-1","KEMENTRIAN AGAMA","2014","","2X9/-/H","","Indonesia","Jakarta","NONE","","","","","","<MA4722S><MA4723S><MA4724S><MA4725S><MA4726S><MA4727S>"
